CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
09-01-0295-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO GANDHI,DIAGONAL 3 36-89 ZONA 8,77673055,WILSON RANFERI SIGUENZA LOPEZ,JUAN LUIS LÓPEZ MARÍN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0299-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO URBANO MIXTO CRISTO CENTRO,8 AVE 2-39 ZONA 1,53181442,DANIEL GUADALUPE VASQUEZ LOPEZ,GIOVANNI GUADALUPE GARCIA COLOP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0301-46,09-036,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO DE CIENCIA Y TECNOLOGIA QUETZALTENANGO,3 CALLE 20-21 ZONA 3,77615924,OBDULIO ROLANDO RUIZ ALVA,VICTOR SEGUNDO DIAZ ARRIVILLAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0304-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO TECNICO EMPRESARIAL INTEGRAL SUPERIOR DE LOS ALTOS -CTEISA-,CANTON XECAOJ TIERCOLOA BAJA,77650630,WILFRIDO EDWIN RODAS,ELVIN EZEQUIAS ALONZO PEREZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0307-46,09-001,QUETZALTENANGO,QUETZALTENANGO,CENTRO EDUCATIVO NUEVA CANCION -CENC-,8 CALLE 17-71 ZONA 3,77653538,WILFRIDO EDWIN RODAS,NOEMI IPIÑA SOLIS DE GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0309-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO INTERNACIONAL RACKSSON,29 AVE 6 CALLE B26-28 ZONA 7,53938625,WILSON RANFERI SIGUENZA LOPEZ,KARLA MARÍA LÓPEZ QUEMÉ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0317-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO AMERICANO DE OCCIDENTE (WEST AMERICAN SCHOOL),9 CALLE 24-35 ZONA 3,77637505,OBDULIO ROLANDO RUIZ ALVA,CARLOS PETER FUENTES CHÁVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0318-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO INTERNACIONAL RACKSSON,29 AVE 6 CALLE B26-28 ZONA 7,53938625,WILSON RANFERI SIGUENZA LOPEZ,KARLA MARÍA LÓPEZ QUEMÉ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0325-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CRISTIANO VERBO,CALLE CIRILO FLORES 4-37 ZONA 1,77631051,OBDULIO ROLANDO RUIZ ALVA,SMIRNA ELIZABETH SOSA RAMOS DE ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0326-46,09-004,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CONTINENTAL,23 AVE 7-08 ZONA 7 COLONIA SAN ANTONIO,77673284,DINA RUBI GONZALEZ DE LEON,ERICK ESAÚ PALACIOS DE LEÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0330-46,09-036,QUETZALTENANGO,QUETZALTENANGO,COLEGIO SAGRADA FAMILIA,4 CALLE 23 24 ZONA 1,77631240,OBDULIO ROLANDO RUIZ ALVA,STELLA DE LOS ANGELES BAUER WALTER DE MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0331-46,09-036,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTÍSTICA QUETZALTENANGO,11 CALLE 19-19 ZONA 1 QUETZALTENANGO,77630803,OBDULIO ROLANDO RUIZ ALVA,LIC. ROSALIO EDUARDO SAC RECANCOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-0334-46,09-006,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO ""BELLAS ARTES""",11 CALLE 9-79 ZONA 1 QUETZALTENANGO,77683473,DANIEL GUADALUPE VASQUEZ LOPEZ,FRANCISCO ROMÁN BETHANCOURT MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0335-46,09-006,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO ""BELLAS ARTES""", AVE JESÚS CASTILLO 2-14 ZONA 2 EDIFICIO DICAP NO 1 QUETZALTENANGO,77683473,DANIEL GUADALUPE VASQUEZ LOPEZ,FRANCISCO ROMÁN BETHANCOUR MALDONADO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0336-46,09-006,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""JUAN JACOBO ROUSSEAU""",26 AVE 4-21 ZONA 7 COLONIA SAN ANTONIO QUETZALTENANGO,77669112,DANIEL GUADALUPE VASQUEZ LOPEZ,MARLENI AUDELI MEJÍA QUIJIVIX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0339-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO ADVENTISTA MOISÉS TAHAY,20 AVE 0-65 ZONA 3 QUETZALTENANGO,77615808,DANIEL GUADALUPE VASQUEZ LOPEZ,MIRIAM GEORGINA OVALLE LÓPEZ DE RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0342-46,09-041,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO URBANO MIXTO ""LICEO SANTA MARINA""",16 AVE 7-24 ZONA 3 QUETZALTENANGO,77636045,WILSON RANFERI SIGUENZA LOPEZ,SULMY IVONE ESMERALDA AVILA DE LEÓN DE CALVILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0344-46,09-001,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO CRISTIANO BILINGÜE DE EDUCACIÓN ""CREATIVA""",3 CALLE 6-51 SEGUNDO NIVEL ZONA 2,77630527,WILFRIDO EDWIN RODAS,EDGAR SAMUEL GARCÍA RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0351-46,09-006,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO DE ESTUDIOS AVANZADOS (I. E. A.) CAMPUS LOS ALTOS,10 CALLE 4-49 ZONA 12,77930232,DANIEL GUADALUPE VASQUEZ LOPEZ,CELIA ESPERANZA RODRIGUEZ SOLOGAISTOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0358-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO ALTO DESEMPEÑO ACADÉMICO LIBERTADOR,DIAGONAL 11 D 12-03 ZONA 1 BARRIO LAS FLORES,56332394,WILSON RANFERI SIGUENZA LOPEZ,MIRIAM VERÓNICA ESCOBAR ARRIOLA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0359-46,09-001,QUETZALTENANGO,QUETZALTENANGO,CENTRO EDUCATIVO PRIVADO DIVINA MISERICORDIA,28 AVE 9-54 INTERIOR ZONA 1,42677376,WILFRIDO EDWIN RODAS,MARIO RENÉ BARRIOS TELLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0362-46,09-041,QUETZALTENANGO,QUETZALTENANGO,HASKALA CENTRO EDUCATIVO INTEGRAL,DIAGONAL 2 1-33 ZONA 1,77614939,WILSON RANFERI SIGUENZA LOPEZ,AURA PATRICIA ZAPET SERRANO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0363-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO ECO SCHOOL Q´ANILL,CANTÓN CHICHIGUITÁN SECTOR 2 BUENA VISZONA 5,79268245,WILSON RANFERI SIGUENZA LOPEZ,EDNA PATRICIA GONZÁLEZ JUÁREZ DE MÉNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0364-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO DR. RODOLFO ROBLES,21 AVE 8-10 ZONA 3,77905300,WILFRIDO EDWIN RODAS,SUSY CANDELARIA MONTERROSO MARTINI,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0369-46,09-041,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO CRISTIANO MIXTO BILINGUE ""EL OLIMPO""",1 AVE 0-45 ZONA 9,42486699,WILSON RANFERI SIGUENZA LOPEZ,EDIN ISRAEL IXQUIAC CANIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0378-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CIENTÍFICO DE ESTUDIOS EN COMPUTACIÓN,9 AVE A-7 ZONA 1,79621000,WILSON RANFERI SIGUENZA LOPEZ,JOSÉ ARMANDO MIJANGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0379-46,09-041,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA EVANGELICA SHEKINA,DIAGONAL 2 27-58B ZONA 3,77671267,WILSON RANFERI SIGUENZA LOPEZ,LUDWING IVAN TEBALAN OROXOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-0380-46,09-036,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PRIVADA MIXTA DE FORMACION ARTÍSTICA QUETZALTENANGO,11 CALLE 19-19 ZONA 1,77630803,OBDULIO ROLANDO RUIZ ALVA,ROSALÍO EDUARDO SAC RACANCOJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0382-46,09-006,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO EVANGÉLICO DE OCCIDENTE,4 CALLE 25-92 ZONA 1,77654062,DANIEL GUADALUPE VASQUEZ LOPEZ,YENSY ROBERTO DÍAZ SOLIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0383-46,09-006,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO EVANGÉLICO DE OCCIDENTE,4 CALLE 25-92 ZONA 1,77654062,DANIEL GUADALUPE VASQUEZ LOPEZ,YENSY ROBERTO DÍAZ SOLIS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0384-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO CENTRO DE ESTUDIOS INTEGRADOS,DIAGONAL 11 7-15 ZONA 1,77630094,DANIEL GUADALUPE VASQUEZ LOPEZ,ERVIN ALFREDO DÍAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0387-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO TECNOLÓGICO DON BOSCO,4 CALLE 22-40 ZONA 3,77368198,DANIEL GUADALUPE VASQUEZ LOPEZ,GERMAN SAÚL TOBÍAS OVALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0390-46,09-001,QUETZALTENANGO,QUETZALTENANGO,"CORPORACIÓN EDUCATIVA INTERNACIONAL ""AD-ASTRA""",29 AVE 1-22 ZONA 7 COLONIA POS DE SANMARÍA,77635172,WILFRIDO EDWIN RODAS,DELMA FLORIDALMA MUNGUIA POLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0394-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO BYS (BEEHIVE FOR YOUNG STUDENTS),15 CALLE 1 25 ZONA 6 LLANOS DE LA CRUZ,77639649,WILFRIDO EDWIN RODAS,AMANDA PATRICIA SOSA GALINDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0395-46,09-001,QUETZALTENANGO,QUETZALTENANGO,"CORPORACIÓN EDUCATIVA INTERNACIONAL ""PLUS-ULTRA""",29 AVE 1-22 ZONA 7 COLONIA POS DE SANMARÍA,77635172,WILFRIDO EDWIN RODAS,DELMA FLORIDALMA MUNGUIA POLANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0397-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO BRADFORD (BRADFORD SCHOOL),9 CALLE 24-10 ZONA 7,55777802,WILSON RANFERI SIGUENZA LOPEZ,CARLOS ENRIQUE DE LEÓN ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0398-46,09-001,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO ""ROYALTY""",4CALLE 23-27 ZONA 3,77631291,WILFRIDO EDWIN RODAS,WILFRIDO EDWIN RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0408-46,09-036,QUETZALTENANGO,QUETZALTENANGO,CENTRO EDUCATIVO ASA (AFTER SCHOOL ACADEMY),DIAGONAL 12 D11-72 ZONA 1,77652766,OBDULIO ROLANDO RUIZ ALVA,CLAUDIA SUSANA LÓPEZ MURALLES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0412-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO LICEO METROPOLITANO,6 AVE 8-43 ZONA 1,77651508,WILFRIDO EDWIN RODAS,HILDA AMPARO GONZÁLEZ FARFÁN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-0414-46,09-001,QUETZALTENANGO,QUETZALTENANGO,CENTRO EDUCATIVO PRIVADO COLEGIO PREUNIVERSITARIO SALAMANCA,4 CALLE 16-33 ZONA 1,77613279,WILFRIDO EDWIN RODAS,CLAUDIA MARLENI ELÍAS COJULUN DE CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0415-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO BILINGÜE PASCAL,7 AVE 10-13 ZONA 5,77614073,DANIEL GUADALUPE VASQUEZ LOPEZ,EDITH MICAELA ALVARADO RAMÍREZ DE MEZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0419-46,09-005,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO DIVERSIFICADO ADSC AL INEB DOCTOR WERNER OVALLE LÓPEZ,25 AVE 4 CALLE ZONA 3,56254412,JUAN CARLOS RONQUILLO DE LEON,LUIS ORLANDO LÓPEZ RAMOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-0421-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO SAN LUIS,20 AVE 1-16 ZONA 1,77612031,DANIEL GUADALUPE VASQUEZ LOPEZ,JUAN BENJAMIN ANCHETA RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-0425-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO MIXTO LICEO METROPOLITANO,6 AVE 8-43 ZONA 1,77651433,WILFRIDO EDWIN RODAS,ALMA JANETH CHACLÁN COYOY DE FLORES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0429-46,09-001,QUETZALTENANGO,QUETZALTENANGO,"CENTRO EDUCATIVO PRIVADO COLEGIO PREUNIVERSITARIO ""SALAMANCA""",9 AVE 0-36 ZONA 3,47652631,WILFRIDO EDWIN RODAS,CLAUDIA MARLENI ELÍS COJULUM DE CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0430-46,09-001,QUETZALTENANGO,QUETZALTENANGO,"CENTRO EDUCATIVO PRIVADO COLEGIO PREUNIVERSITARIO ""SALAMANCA""",9 AVE 0-36 ZONA 3,47652631,WILFRIDO EDWIN RODAS,CLAUDIA MARLENI ELÍS COJULUM DE CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0436-46,09-001,QUETZALTENANGO,QUETZALTENANGO,CENTRO EDUCATIVO PRIVADO COLEGIO PREUNIVERSITARIO ¿SALAMANCA¿,9 AVE 0-36 ZONA 3,47652631,WILFRIDO EDWIN RODAS,CLAUDIA MARLENI ELÍS COJULUM DE CIFUENTES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-0438-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO HOLANDÉS,1 CALLE 42-44 ZONA 8,77637804,DANIEL GUADALUPE VASQUEZ LOPEZ,MARÍA DEL CARMEN VARGAS DUBÓN DE BARTLETT,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0439-46,09-001,QUETZALTENANGO,QUETZALTENANGO,COLEGIO LICEO HISPANOAMERICANO,9 AVE D4-72 ZONA 1,77650384,WILFRIDO EDWIN RODAS,MARIO ALEJANDRO PEREIRA GALVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0767-46,09-041,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO MIXTO LICEO QUEZALTECO,15 AVE A 3-08 ZONA 1,77611817,WILSON RANFERI SIGUENZA LOPEZ,FRANCISCO JAVIER MOSCOSO OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0823-46,09-004,QUETZALTENANGO,QUETZALTENANGO,COLEGIO CIENTIFICO DE ESTUDIOS EN COMPUTACION,7 CALLE 0-47 ZONA 8 AT DE LA COLONIA SAN GABRIEL,52968944,DINA RUBI GONZALEZ DE LEON,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0825-46,09-005,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO TECNICO INDUSTRIAL PARA VARONES DE QUETZALTENANGO,0 CALLE 36 AVE ZONA 8 BARRIO GARIBALDI,77636221,JUAN CARLOS RONQUILLO DE LEON,NA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0826-46,09-005,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO DIVERSIFICADO ADSC. AL INEB DOCTOR WERNER OVALLE LOPEZ,25 AVE 4 7 CALLES ZONA 3,77636628,JUAN CARLOS RONQUILLO DE LEON,LUIS ORLANDO LOPEZ RAMOS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0871-46,09-006,QUETZALTENANGO,QUETZALTENANGO,COLEGIO PRIVADO MIXTO LICEO SAN LUIS,CALLE 'C' 0-30 ZONA 1,77612031,DANIEL GUADALUPE VASQUEZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0886-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO SEMINARIO SAN JOSE,7 AVE 3-48 ZONA 9 COLONIA LA FLORES,77670775,WILSON RANFERI SIGUENZA LOPEZ,ARMANDO JOSÉ MENCHÚ MENCHÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-0889-46,NA,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO NOCTURNO EXPERIMENTAL DE EDUCACION MEDIA HUMANIDADES,1 CALLE 13-09 ZONA 1,NA,NA,NA,DIVERSIFICADO,OFICIAL,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0893-46,09-041,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO ""LICEO SANTA MARINA""",16 AVE 7-24 ZONA 3,77636045,WILSON RANFERI SIGUENZA LOPEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-0899-46,09-005,QUETZALTENANGO,QUETZALTENANGO,ESCUELA NORMAL DE EDUCACION FISICA,2 CALLE 14-51 ZONA 3,77650423,JUAN CARLOS RONQUILLO DE LEON,NA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
09-01-1085-46,09-001,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO URBANO MIXTO SAN IGNACIO DE LOYOLA,8 CALLE 7-57 ZONA 1,77653233,WILFRIDO EDWIN RODAS,HERBERT NOEL DE LEÓN OVALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-1376-46,09-041,QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PRIVADO MIXTO ""SAN AGUSTIN""",14 AVE 0-69 ZONA 1,79268169,WILSON RANFERI SIGUENZA LOPEZ,GERARDO DE JESÚS ARGUETA ESTRADA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,QUETZALTENANGO
09-01-1384-46,09-002,QUETZALTENANGO,QUETZALTENANGO,ESCUELA DE ARTES Y OFICIOS FEMENILES,14 AVE A-20 ZONA 1,NA,ROSEMERY GUADALUPE PIEDRASANTA GRAMAJO DE SIGUENZA,NA,DIVERSIFICADO,OFICIAL,URBANA,TEMPORAL NOMBRAMIENTO,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-2801-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO EVANGELICO LA PALABRA,2  CALLE 20-34 ZONA 1,77630659,WILSON RANFERI SIGUENZA LOPEZ,ESTELA ANTONIETA CUYUCH COROY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,QUETZALTENANGO
09-01-2806-46,09-005,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO DE BACHILLERATO EN COMPUTACION ADS. AL I.N.V.O,7  CALLE 29-25 ZONA 3,42542749,JUAN CARLOS RONQUILLO DE LEON,FRANCISCO MIGUEL TIRADO HUINAC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3014-46,NA,QUETZALTENANGO,QUETZALTENANGO,ESCUELA PARTICULAR CRISTIANA VERBO,CALLE CIRILO FLORES 4-37 ZONA 1,NA,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),QUETZALTENANGO
09-01-3041-46,09-041,QUETZALTENANGO,QUETZALTENANGO,COLEGIO DE ESTUDIOS DE EDUCACION SUPERIOR,4 CALLE 12-38 ZONA 3,77610734,WILSON RANFERI SIGUENZA LOPEZ,NA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DOMINICAL,QUETZALTENANGO
09-01-3051-46,09-001,QUETZALTENANGO,QUETZALTENANGO,INSTITUTO PRIVADO MIXTO JACQUES COSTEAU,6 CALLE 13-14 ZONA 3 A UN COSO DE LA ENCO,77635654,WILFRIDO EDWIN RODAS,NA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),QUETZALTENANGO
